directory,filename,file_path,last_commit_date,last_commit_message,last_author,commit_sha,extraction_method
TMF620_Product_Catalog,TMF620_Product_Catalog.rules.yaml,apis/TMF620_Product_Catalog/TMF620_Product_Catalog.rules.yaml,2023-08-31T14:42:39.000Z,Example corrections following Pierre review,Jonathan Goldberg,56cc228,playwright
TMF621_Trouble_Ticket,TMF621_Trouble_Ticket.rules.yaml,apis/TMF621_Trouble_Ticket/TMF621_Trouble_Ticket.rules.yaml,2025-05-05T12:32:23.000Z,uypdate,rsivaji-tmforum,7697ba0,playwright
TMF622_Product_Ordering,TMF622_Product_Ordering.rules.yaml,apis/TMF622_Product_Ordering/TMF622_Product_Ordering.rules.yaml,2023-09-12T15:38:09.000Z,Pierre review comments update,olivier-arnaud,9b407a9,playwright
TMF628_Performance,TMF628_Performance.rules.yaml,apis/TMF628_Performance/TMF628_Performance.rules.yaml,2024-05-03T16:06:07.000Z,no need to for Indicator and IndicatorRef in rule file,gmnguekono need to for Indicator,98e8a8c,playwright
TMF629_Customer,TMF629_Customer.rules.yaml,apis/TMF629_Customer/TMF629_Customer.rules.yaml,2024-07-26T16:11:13.000Z,Regenerating assets after bugfix v5.0.1,rsivaji-tmforumRegenerating,3347138,playwright
TMF632_Party,TMF632_Party.rules.yaml,apis/TMF632_Party/TMF632_Party.rules.yaml,2023-08-28T13:52:02.000Z,Update examples for Pierre review,Jonathan Goldberg,5b37ef6,playwright
TMF633_Service_Catalog,TMF633_Service_Catalog.rules.yaml,apis/TMF633_Service_Catalog/TMF633_Service_Catalog.rules.yaml,2024-02-07T16:56:55.000Z,Updated APIs to fix pipeline errors,jburgess,903eb30,playwright
TMF634_Resource_Catalog,TMF634_Resource_Catalog.rules.yaml,apis/TMF634_Resource_Catalog/TMF634_Resource_Catalog.rules.yaml,2023-09-12T10:05:37.000Z,removed LogicalResourceSpecification from examples,LutzBettgeremoved,a4b6220,playwright
TMF635_Usage,TMF635_Usage.rules.yaml,apis/TMF635_Usage/TMF635_Usage.rules.yaml,2023-09-14T14:53:27.000Z,Update on partialupdate,uweTelco,e737df7,playwright
TMF637_Product_Inventory,TMF637_Product_Inventory.rules.yaml,apis/TMF637_Product_Inventory/TMF637_Product_Inventory.rules.yaml,2024-01-30T15:19:56.000Z,update in 5.1.0 version as requested,AnhTuanOrange,1e9529a,playwright
TMF638_Service_Inventory,TMF638_Service_Inventory.rules.yaml,apis/TMF638_Service_Inventory/TMF638_Service_Inventory.rules.yaml,2023-10-11T23:00:01.000Z,Fix Intent,hrodrigues-hestia,f832f13,playwright
TMF639_Resource_Inventory,TMF639_Resource_Inventory.rules.yaml,apis/TMF639_Resource_Inventory/TMF639_Resource_Inventory.rules.yaml,2025-04-14T09:01:58.000Z,created resource examples for Physical/LogicalResource,LutzBettge,2a9b29a,playwright
TMF640_Service_Activation,TMF640_Service_Activation.rules.yaml,apis/TMF640_Service_Activation/TMF640_Service_Activation.rules.yaml,2025-01-20T10:19:55.000Z,AP-3161 Included geoJson types in rule yaml file,anuaualkhAP-3161,ac99dc5,playwright
TMF641_Service_Ordering,TMF641_Service_Ordering.rules.yaml,apis/TMF641_Service_Ordering/TMF641_Service_Ordering.rules.yaml,2024-01-31T07:25:21.000Z,AP-4778 and AP-4777 to address Pierre's feedback,AmitaGiriyaAP-4778,0a8eeda,playwright
TMF642_Alarm,TMF642_Alarm.rules.yaml,apis/TMF642_Alarm/TMF642_Alarm.rules.yaml,2024-07-26T10:28:32.000Z,Regenerating assets after budgix v5.0.1,rsivaji-tmforumRegenerating,ea9c0a6,playwright
TMF644_Privacy,TMF644_Privacy.rules.yaml,apis/TMF644_Privacy/TMF644_Privacy.rules.yaml,2023-08-28T16:28:15.000Z,Fix all example and pass validation,jacobavrahamFix all example,04abde8,playwright
TMF645_Service_Qualification,TMF645_Service_Qualification.rules.yaml,apis/TMF645_Service_Qualification/TMF645_Service_Qualification.rules.yaml,2025-09-17T07:12:38.000Z,Addressing feedback to include correct ContactMedium discriminator class,AmitaGiriya,01fd4c2,playwright
TMF646_Appointment,TMF646_Appointment.rules.yaml,apis/TMF646_Appointment/TMF646_Appointment.rules.yaml,2024-05-27T22:21:30.000Z,Fixing the events paths and examples,azoqueFixing the events paths,7b4b5b2,playwright
TMF648_Quote,TMF648_Quote.rules.yaml,apis/TMF648_Quote/TMF648_Quote.rules.yaml,2025-04-09T14:08:58.000Z,Apply the corrections following the review of Jonathan,amanidkhilApply,12f79b1,playwright
TMF649_Performance_Thresholding,TMF649_Performance_Thresholding.rules.yaml,apis/TMF649_Performance_Thresholding/TMF649_Performance_Thresholding.rules.yaml,2024-11-19T11:57:56.000Z,Added real world example,subhanshu-shukla-ril,d1745e3,playwright
TMF650_Onboarding,TMF650_Onboarding.rules.yaml,apis/TMF650_Onboarding/TMF650_Onboarding.rules.yaml,2023-09-15T04:34:29.000Z,remove linkings,LianhuaZhangremove,305a68a,playwright
TMF651_Agreement,TMF651_Agreement.rules.yaml,apis/TMF651_Agreement/TMF651_Agreement.rules.yaml,2024-08-07T17:48:44.000Z,Added missing PATCH query params,Jonathan Goldberg,d0a76ce,playwright
TMF653_Service_Test,TMF653_Service_Test.rules.yaml,apis/TMF653_Service_Test/TMF653_Service_Test.rules.yaml,2024-02-29T01:24:10.000Z,User Guide updated to align merge-patch sample body with application …,pushan-mukerjeeUser,d229734,playwright
TMF654_PrepayBalance,TMF654_PrepayBalance.rules.yaml,apis/TMF654_PrepayBalance/TMF654_PrepayBalance.rules.yaml,2024-12-20T09:50:30.000Z,Renamed back to prepayBalanceManagement. New balanceManagement API WIP,rochanamRenamed,a3f82e2,playwright
TMF656_Service_Problem,TMF656_Service_Problem.rules.yaml,apis/TMF656_Service_Problem/TMF656_Service_Problem.rules.yaml,2025-09-05T04:20:03.000Z,PR1473: Incorporating feedback,sheiljabPR1473,4aa7096,playwright
TMF657_Service_Quality_Management,TMF657_Service_Quality_Management.rules.yaml,apis/TMF657_Service_Quality_Management/TMF657_Service_Quality_Management.rules.yaml,2024-02-07T16:56:55.000Z,Updated APIs to fix pipeline errors,jburgess,903eb30,playwright
TMF658_Loyalty,TMF658_Loyalty.rules.yaml,apis/TMF658_Loyalty/TMF658_Loyalty.rules.yaml,2025-03-21T03:05:12.000Z,Added PATCH id parameter to the update sample operations TMF658,danal443,c6aef61,playwright
TMF663_Shopping_Cart,TMF663_Shopping_Cart.rules.yaml,apis/TMF663_Shopping_Cart/TMF663_Shopping_Cart.rules.yaml,2023-08-28T13:41:04.000Z,update ruls file,jacobavraham,73aa8c9,playwright
TMF664_Resource_Function_Activation,TMF664_Resource_Function_Activation.rules.yaml,apis/TMF664_Resource_Function_Activation/TMF664_Resource_Function_Activation.rules.yaml,2024-11-12T06:01:15.000Z,Fixed schemas pointed by migration tooling.,subhanshu-shukla-ril,72032bc,playwright
TMF666_Account,TMF666_Account.rules.yaml,apis/TMF666_Account/TMF666_Account.rules.yaml,2023-08-28T11:33:31.000Z,Adding PATCH examples for JSON Patch Query and for vanilla JSON format,Jonathan Goldberg,4b24206,playwright
TMF667_Document,TMF667_Document.rules.yaml,apis/TMF667_Document/TMF667_Document.rules.yaml,2024-09-20T09:29:48.000Z,Update of rules: removed EventEvent for stateChange on document.,uweTelco,9637e83,playwright
TMF669_Party_Role,TMF669_Party_Role.rules.yaml,apis/TMF669_Party_Role/TMF669_Party_Role.rules.yaml,2023-09-12T15:44:38.000Z,minor update yaml rule,olivier-arnaudminor,b224070,playwright
TMF670_Payment_Method,TMF670_Payment_Method.rules.yaml,apis/TMF670_Payment_Method/TMF670_Payment_Method.rules.yaml,2022-12-09T13:41:23.000Z,recolved event notifcation errors.,abbeydomrecolved,867868a,playwright
TMF671_Promotion,TMF671_Promotion.rules.yaml,apis/TMF671_Promotion/TMF671_Promotion.rules.yaml,2024-06-12T03:47:13.000Z,TMF671:,plimarenkoTMF671,af84282,playwright
TMF672_User_Role_Permission,TMF672_User_Role_Permission.rules.yaml,apis/TMF672_User_Role_Permission/TMF672_User_Role_Permission.rules.yaml,2024-11-22T13:38:25.000Z,AP-6170 Conformance profile re-generated and curated,brunosfern,a2e33aa,playwright
TMF673_Geographic_Address,TMF673_Geographic_Address.rules.yaml,apis/TMF673_Geographic_Address/TMF673_Geographic_Address.rules.yaml,2024-05-25T10:51:42.000Z,"Removed ""Example"" from notifications.",florinteneRemoved,75cd2b1,playwright
TMF674_Geographic_Site,TMF674_Geographic_Site.rules.yaml,apis/TMF674_Geographic_Site/TMF674_Geographic_Site.rules.yaml,2024-04-22T09:15:08.000Z,Implement the feedback from AP-3365,florinteneImplement,0495295,playwright
TMF675_Geographic_Location,TMF675_Geographic_Location.rules.yaml,apis/TMF675_Geographic_Location/TMF675_Geographic_Location.rules.yaml,2024-06-08T20:16:22.000Z,Re-create TMF675 Geographic Location from current v5.0.0-dev,knutaaRe-,6bcaa70,playwright
TMF677_Usage_Consumption,TMF677_Usage_Consumption.rules.yaml,apis/TMF677_Usage_Consumption/TMF677_Usage_Consumption.rules.yaml,2025-03-13T08:29:49.000Z,Added FloatCharacteristic,danal443,bd19435,playwright
TMF678_Customer_Bill,TMF678_Customer_Bill.rules.yaml,apis/TMF678_Customer_Bill/TMF678_Customer_Bill.rules.yaml,2023-09-13T09:03:19.000Z,Update TMF678_Customer_Bill.rules.yaml,Jonathan Goldberg,fa955ca,playwright
TMF679_Product_Offering_Qualification,TMF679_Product_Offering_Qualification.rules.yaml,apis/TMF679_Product_Offering_Qualification/TMF679_Product_Offering_Qualification.rules.yaml,2024-06-06T12:59:25.000Z,last minor fixes for V5,AnhTuanOrangelast,2fb0828,playwright
TMF681_Communication,TMF681_Communication.rules.yaml,apis/TMF681_Communication/TMF681_Communication.rules.yaml,2023-09-14T14:06:03.000Z,PATCH fixes,knutaaPATCH,c94c6d9,playwright
TMF683_Party_Interaction,TMF683_Party_Interaction.rules.yaml,apis/TMF683_Party_Interaction/TMF683_Party_Interaction.rules.yaml,2023-09-05T09:31:57.000Z,fix example: correct the filter of list,jacobavraham,7f01297,playwright
TMF685_Resource_Pool,TMF685_Resource_Pool.rules.yaml,apis/TMF685_Resource_Pool/TMF685_Resource_Pool.rules.yaml,2024-10-31T13:08:45.000Z,corrected path to CapacitySpecification; why did this work so,LutzBettge,293c622,playwright
TMF691_Federated_ID,TMF691_Federated_ID.rules.yaml,apis/TMF691_Federated_ID/TMF691_Federated_ID.rules.yaml,2024-06-03T15:04:45.000Z,Implement get list example feedback,abbeydomImplement,e85d177,playwright
TMF696_Risk_Management,TMF696_Risk_Management.rules.yaml,apis/TMF696_Risk_Management/TMF696_Risk_Management.rules.yaml,2024-06-02T15:17:54.000Z,Fixed schema and examples as per Pierre's review comments,Jonathan Goldberg,d90aa28,playwright
TMF697_Work_Order,TMF697_Work_Order.rules.yaml,apis/TMF697_Work_Order/TMF697_Work_Order.rules.yaml,2024-07-16T10:31:42.000Z,"Fixes and generating the userguide, issue with tooling Issue#422",florinteneFixes,73af77b,playwright
TMF700_Shipping_Order,TMF700_Shipping_Order.rules.yaml,apis/TMF700_Shipping_Order/TMF700_Shipping_Order.rules.yaml,2024-07-03T14:52:00.000Z,Fixing examples by removing RelatedPartyWithContactInfo,florintene,c0521e7,playwright
TMF701_Process_Flow,TMF701_Process_Flow.rules.yaml,apis/TMF701_Process_Flow/TMF701_Process_Flow.rules.yaml,2024-10-14T10:11:05.000Z,update yuml rules,amanidkhil,66a16f6,playwright
TMF717_Customer360,TMF717_Customer360.rules.yaml,apis/TMF717_Customer360/TMF717_Customer360.rules.yaml,2024-11-14T13:30:48.000Z,TMF717 API Updates for Jira AP-3610,abhilash-prasadTMF717,b036d47,playwright
TMF720_Digital_Identity,TMF720_Digital_Identity.rules.yaml,apis/TMF720_Digital_Identity/TMF720_Digital_Identity.rules.yaml,2025-05-20T17:03:33.000Z,AP-3616 work,brunosfern,97fe54b,playwright
TMF723_Policy_Management,TMF723_Policy_Management.rules.yaml,apis/TMF723_Policy_Management/TMF723_Policy_Management.rules.yaml,2023-09-12T08:14:49.000Z,patch examples,ivsokol-htpatch,8ab1b48,playwright
TMF724_Incident,TMF724_Incident.rules.yaml,apis/TMF724_Incident/TMF724_Incident.rules.yaml,2023-05-15T00:16:33.000Z,bring back used schemas,hrodrigues-hestiabring,c2dbd53,playwright
TMF727_Service_Usage,TMF727_Service_Usage.rules.yaml,apis/TMF727_Service_Usage/TMF727_Service_Usage.rules.yaml,2024-09-20T08:39:19.000Z,fix in exampes,slookin,b99583b,playwright
TMF728_Dunning,TMF728_Dunning.rules.yaml,apis/TMF728_Dunning/TMF728_Dunning.rules.yaml,2025-06-18T04:33:07.000Z,Fixed the filter example,nitinkishorpatil,c2d12a0,playwright
TMF735_CDR_Transactions,TMF735_CDR_Transactions.rules.yaml,apis/TMF735_CDR_Transactions/TMF735_CDR_Transactions.rules.yaml,2024-07-31T15:37:59.000Z,Renaming rules files,VictorMariRenaming,0d16a3c,playwright
TMF736_Revenue_Sharing_Algorithms,TMF736_Revenue_Sharing_Algorithms.rules.yaml,apis/TMF736_Revenue_Sharing_Algorithms/TMF736_Revenue_Sharing_Algorithms.rules.yaml,2023-08-17T08:17:21.000Z,"add json-patch-query+json example,fix replatedParty example",LianhuaZhang,8f7d776,playwright
TMF737_Revenue_Sharing_Reports,TMF737_Revenue_Sharing_Reports.rules.yaml,apis/TMF737_Revenue_Sharing_Reports/TMF737_Revenue_Sharing_Reports.rules.yaml,2023-08-17T08:17:21.000Z,"add json-patch-query+json example,fix replatedParty example",LianhuaZhang,8f7d776,playwright
TMF738_Revenue_Sharing_Models,TMF738_Revenue_Sharing_Models.rules.yaml,apis/TMF738_Revenue_Sharing_Models/TMF738_Revenue_Sharing_Models.rules.yaml,2025-01-07T18:38:24.000Z,Removed invalid parameters from rules,jburgessRemoved,c1797b2,playwright
TMF741_Partner_Bill,TMF741_Partner_Bill.rules.yaml,apis/TMF741_Partner_Bill/TMF741_Partner_Bill.rules.yaml,2023-03-10T08:42:26.000Z,"Updated Schema to extend Charactristic from Common, updated examples,…",rajeshrasinha,5d0b213,playwright
TMF753_Closed_Loop,TMF753_Closed_Loop.rules.yaml,apis/TMF753_Closed_Loop/TMF753_Closed_Loop.rules.yaml,2024-02-29T15:06:56.000Z,Update of Rules and examples for Closed Loop,jburgessUpdate of Rules,fbca888,playwright
TMF755_Closed_Loop_Goal,TMF755_Closed_Loop_Goal.rules.yaml,apis/TMF755_Closed_Loop_Goal/TMF755_Closed_Loop_Goal.rules.yaml,2023-06-27T19:23:14.000Z,fix issues on schemas and descriptions,hrodrigues-hestiafix issues on schemas,30aa571,playwright
TMF756_Closed_Loop_Activity,TMF756_Closed_Loop_Activity.rules.yaml,apis/TMF756_Closed_Loop_Activity/TMF756_Closed_Loop_Activity.rules.yaml,2023-06-15T14:12:36.000Z,Changed names in YAMLs to reflect tooling bug,emmanuel-a-otchere,6b8ae77,playwright
TMF757_Closed_Loop_Workflow,TMF757_Closed_Loop_Workflow.rules.yaml,apis/TMF757_Closed_Loop_Workflow/TMF757_Closed_Loop_Workflow.rules.yaml,2023-06-15T16:13:53.000Z,All CL apis generating,hrodrigues-hestiaAll,04de611,playwright
TMF758_Closed_Loop_Business_Rule,TMF758_Closed_Loop_Business_Rule.rules.yaml,apis/TMF758_Closed_Loop_Business_Rule/TMF758_Closed_Loop_Business_Rule.rules.yaml,2023-06-15T14:12:36.000Z,Changed names in YAMLs to reflect tooling bug,emmanuel-a-otchere,6b8ae77,playwright
TMF759_Private_Optimized_Binding,TMF759_Private_Optimized_Binding.rules.yaml,apis/TMF759_Private_Optimized_Binding/TMF759_Private_Optimized_Binding.rules.yaml,2023-11-22T10:51:40.000Z,typo correction,gmnguekotypo,15732ba,playwright
TMF760_Product_Configuration,TMF760_Product_Configuration.rules.yaml,apis/TMF760_Product_Configuration/TMF760_Product_Configuration.rules.yaml,2023-06-20T07:06:52.000Z,Changes after chief architect review,bostjankeber,33c3318,playwright
TMF764_Cost_Management,TMF764_Cost_Management.rules.yaml,apis/TMF764_Cost_Management/TMF764_Cost_Management.rules.yaml,2025-05-27T02:02:42.000Z,AP-4899,AmitaGiriyaAP-4899successMay,8db6a03,playwright
TMF767_Product_Usage,TMF767_Product_Usage.rules.yaml,apis/TMF767_Product_Usage/TMF767_Product_Usage.rules.yaml,2025-01-02T10:15:00.000Z,delete \t character,slookindelete,2c96656,playwright
TMF768_Resource_Role,TMF768_Resource_Role.rules.yaml,apis/TMF768_Resource_Role/TMF768_Resource_Role.rules.yaml,2024-11-22T13:59:09.000Z,User Guide and Conformance regenerated,brunosfern,c7ca6d2,playwright
TMF769_Product_Test,TMF769_Product_Test.rules.yaml,apis/TMF769_Product_Test/TMF769_Product_Test.rules.yaml,2024-05-24T15:43:39.000Z,Addressing the comments from AP-5010,florintene,5ef4302,playwright
TMF770_Fraud_Management,TMF770_Fraud_Management.rules.yaml,apis/TMF770_Fraud_Management/TMF770_Fraud_Management.rules.yaml,2024-11-21T13:01:55.000Z,Fixed listener,subhanshu-shukla-ril,098c4bb,playwright
TMF771_Resource_Usage,TMF771_Resource_Usage.rules.yaml,apis/TMF771_Resource_Usage/TMF771_Resource_Usage.rules.yaml,2025-01-02T10:23:48.000Z,delete \t character,slookindelete,334a88b,playwright
TMF777_Outage_Management,TMF777_Outage_Management.rules.yaml,apis/TMF777_Outage_Management/TMF777_Outage_Management.rules.yaml,2025-07-27T01:10:00.000Z,AP-6142 address JG comments,anuaualkhAP-6142,1f2e6d6,playwright
TMF782_Workflow,TMF782_Workflow.rules.yaml,apis/TMF782_Workflow/TMF782_Workflow.rules.yaml,2025-02-11T15:04:14.000Z,fix examples,amanidkhil,d71647e,playwright
TMF921_Intent,TMF921_Intent.rules.yaml,apis/TMF921_Intent/TMF921_Intent.rules.yaml,2024-05-01T03:19:13.000Z,added probeIntent event examples,maghsoudlou,5f53ffa,playwright
TMF924_DCS_5GSlice_Service_Activation,TMF924_DCS_5GSlice_Service_Activation.rules.yaml,apis/TMF924_DCS_5GSlice_Service_Activation/TMF924_DCS_5GSlice_Service_Activation.rules.yaml,2023-11-10T00:29:09.000Z,commiting chnages for diagram generation,AbdulMHussaincommiting,1419fa4,playwright
TMF931_Operate,TMF931_Operate.rules.yaml,apis/TMF931_Operate/TMF931_Operate.rules.yaml,2025-06-12T14:31:07.000Z,excluded stateReason from POST ApiProductOrder operation and OAS desc…,olivier-arnaudexcluded,1daba61,playwright
TMF935_Wholesale_Carrier_Ethernet,TMF935_Wholesale_Carrier_Ethernet.rules.yaml,apis/TMF935_Wholesale_Carrier_Ethernet/TMF935_Wholesale_Carrier_Ethernet.rules.yaml,2023-11-03T11:49:51.000Z,Update TMF935_Wholesale_Carrier_Ethernet.rules.yaml,hrodrigues-hestia,508469f,playwright
TMF935_Wholesale_Carrier_Ethernet_Proper,TMF935_Wholesale_Carrier_Ethernet_Proper.rules.yaml,apis/TMF935_Wholesale_Carrier_Ethernet_Proper/TMF935_Wholesale_Carrier_Ethernet_Proper.rules.yaml,2023-12-12T15:23:20.000Z,Incremental changes to DCS,JBurgessIncremental,4cd675b,playwright
TMF935_Wholesale_Carrier_Ethernet_Proper,TMF935_Dcs_Wholesale_Carrier_Ethernet_Proper.rules.yaml,apis/TMF935_Wholesale_Carrier_Ethernet_Proper/TMF935_Dcs_Wholesale_Carrier_Ethernet_Proper.rules.yaml,2023-12-12T15:23:20.000Z,Incremental changes to DCS,JBurgessIncremental,4cd675b,playwright
TMF936_Operate_Product_Catalog,TMF936_Operate_Product_Catalog.rules.yaml,apis/TMF936_Operate_Product_Catalog/TMF936_Operate_Product_Catalog.rules.yaml,2025-06-27T14:04:29.000Z,hot fix for nameOverride camelCase,olivier-arnaudhot,4a3b3f6,playwright
